pm*180/pi = 5.975067e+01
pm*180/pi = 8.450469e+01
pm*180/pi = 5.391245e+01
pm*180/pi = 5.930904e+01
pm*180/pi = 5.799381e+01
pm*180/pi = 7.208783e+01
pm*180/pi = 5.349278e+01
pm*180/pi = 8.248243e+01
pm*180/pi = 2.601859e+01
pm*180/pi = 6.731939e+01
pm*180/pi = 5.582171e+01
pm*180/pi = 7.799995e+01
pm*180/pi = 7.798328e+01
pm*180/pi = 7.595839e+01
pm*180/pi = 8.426376e+01
pm*180/pi = 5.105795e+01
pm*180/pi = 7.008838e+01
pm*180/pi = 8.121556e+01
pm*180/pi = 8.194379e+01
pm*180/pi = 7.294205e+01
pm*180/pi = 7.606020e+01
pm*180/pi = 6.571539e+01
pm*180/pi = 4.546982e+01
pm*180/pi = 6.341251e+01
pm*180/pi = 5.137273e+01
