dropout = 1.549040e-01
dropout = 1.292110e-01
dropout = 2.482490e-01
dropout = 1.050420e-01
dropout = 1.184890e-01
dropout = 8.756700e-02
dropout = 8.331800e-02
dropout = 2.420750e-01
dropout = 1.396500e-01
dropout = 2.091380e-01
dropout = 2.059090e-01
dropout = 1.613620e-01
dropout = 2.245870e-01
dropout = 1.591000e-01
dropout = 2.198530e-01
dropout = 1.281210e-01
dropout = 1.866630e-01
dropout = 2.481460e-01
dropout = 2.041090e-01
dropout = 6.602900e-02
dropout = 3.075660e-01
dropout = 1.799490e-01
dropout = 1.931860e-01
dropout = 1.626620e-01
dropout = 1.465840e-01
dropout = 9.914300e-02
dropout = 8.656000e-02
dropout = 2.199750e-01
dropout = 1.138420e-01
dropout = 1.187960e-01
dropout = 1.555140e-01
dropout = 1.883980e-01
dropout = 1.663460e-01
dropout = 1.990870e-01
dropout = 2.180840e-01
dropout = 2.280590e-01
dropout = 1.849110e-01
dropout = 2.534610e-01
dropout = 1.586120e-01
dropout = 1.469980e-01
dropout = 1.593660e-01
dropout = 1.450380e-01
dropout = 2.010510e-01
dropout = 1.168030e-01
dropout = 1.076130e-01
dropout = 1.399880e-01
dropout = 1.473060e-01
dropout = 1.693460e-01
dropout = 8.106100e-02
dropout = 1.982280e-01
dropout = 2.644740e-01
dropout = 2.052580e-01
dropout = 1.492550e-01
dropout = 1.296860e-01
dropout = 2.384770e-01
dropout = 1.621590e-01
dropout = 1.305700e-01
dropout = 2.433740e-01
dropout = 1.790040e-01
dropout = 2.364850e-01
dropout = 1.374100e-01
dropout = 2.072010e-01
dropout = 1.113050e-01
dropout = 1.787960e-01
dropout = 1.258750e-01
dropout = 1.615140e-01
dropout = 1.888150e-01
dropout = 1.400840e-01
dropout = 1.477890e-01
dropout = 1.839400e-01
dropout = 2.334530e-01
dropout = 1.695050e-01
dropout = 8.233800e-02
dropout = 1.241750e-01
dropout = 1.604980e-01
dropout = 8.129000e-02
dropout = 1.270660e-01
dropout = 1.399880e-01
dropout = 2.383870e-01
dropout = 1.887770e-01
dropout = 1.709730e-01
dropout = 2.215250e-01
dropout = 1.316210e-01
dropout = 1.366940e-01
dropout = 2.250740e-01
dropout = 1.461030e-01
dropout = 1.490350e-01
dropout = 1.502340e-01
dropout = 2.588160e-01
dropout = 1.379190e-01
dropout = 1.181650e-01
dropout = 1.569190e-01
dropout = 1.285090e-01
dropout = 2.321850e-01
dropout = 2.155700e-01
dropout = 2.653370e-01
dropout = 2.393910e-01
dropout = 1.496210e-01
dropout = 1.575620e-01
dropout = 1.895550e-01
dropout = 2.286790e-01
dropout = 1.394720e-01
dropout = 1.462580e-01
dropout = 2.917120e-01
dropout = 1.761190e-01
dropout = 1.336970e-01
dropout = 2.041940e-01
dropout = 1.047780e-01
dropout = 1.573940e-01
dropout = 1.579980e-01
dropout = 1.841950e-01
dropout = 1.950820e-01
dropout = 1.172240e-01
dropout = 1.013380e-01
dropout = 2.037230e-01
dropout = 2.256830e-01
dropout = 1.799080e-01
dropout = 8.118800e-02
dropout = 9.268800e-02
dropout = 2.127850e-01
dropout = 1.342690e-01
dropout = 2.016510e-01
dropout = 9.632600e-02
dropout = 1.245960e-01
dropout = 2.132410e-01
dropout = 2.188970e-01
dropout = 1.935430e-01
dropout = 1.935430e-01
dropout = 1.215220e-01
dropout = 2.499270e-01
dropout = 2.174980e-01
dropout = 1.966670e-01
